,fecha,titulo,periodico,topico
4026,29-Dic-2003,Esperan crezca 1.3% economía en 2003,reforma,7
4027,29-Dic-2003,Exhortan a unión laboral,reforma,3
4028,29-Dic-2003,Revisan contrastes en telecomunicaciones,reforma,1
4029,29-Dic-2003,Tolvanera / Encrucijada,reforma,5
4030,30-Dic-2003,Viven claroscuros telecomunicaciones,reforma,1
4031,30-Dic-2003,Exhortan a crear empleos,reforma,3
4032,30-Dic-2003,Crecerá 1.3% economía en 2003,reforma,7
4033,31-Dic-2003,Supera euro marca de 1.26 dólares,reforma,8
4034,01-Ene-2004,Vaticinan aumento de turismo en México,reforma,1
4035,02-Ene-2004,Jaque Mate / Del 2004 al 2006,reforma,6
4036,04-Ene-2004,'Pega' debilidad de dólar a Japón,reforma,8
4037,04-Ene-2004,Horóscopo,reforma,4
4038,04-Ene-2004,Lorenzo Meyer / El futuro inmediato o más de lo mismo,reforma,5
4039,04-Ene-2004,La Cultura Política,reforma,5
4040,04-Ene-2004,Vaticinan aumento de turismo a México,reforma,1
4041,09-Ene-2004,Marketer / Yo espero,reforma,6
4042,11-Ene-2004,Luis Rubio / Lo que viene,reforma,5
4043,12-Ene-2004,Coordenadas / Falta de espíritu,reforma,6
4044,12-Ene-2004,Frena ingobernabilidad a AL,reforma,3
4045,13-Ene-2004,Empresa / Enchilada sin chile,reforma,3
4046,13-Ene-2004,Pulso Económico / El objetivo de inflación,reforma,2
4047,14-Ene-2004,Destaca Fed mejoras en la economía de EU,reforma,0
4048,14-Ene-2004,Ve ONU repunte económico mundial de 3.5%,reforma,0
4049,14-Ene-2004,Revela Beige Book mejora económica de EU,reforma,0
4050,15-Ene-2004,Marcapasos,reforma,0
4051,16-Ene-2004,Jaque Mate / Zapatismo,reforma,5
4052,19-Ene-2004,Piden crear un proyecto de nación,reforma,3
4053,20-Ene-2004,Aumentan 8% ventas de Cemex,reforma,7
4054,20-Ene-2004,Crece utilidad neta de Cemex,reforma,7
4055,20-Ene-2004,Exigen crear nuevas plazas,reforma,3
4056,21-Ene-2004,Marca récord desocupación en México,reforma,7
4057,22-Ene-2004,Alcanza 2.9% el desempleo,reforma,7
4058,22-Ene-2004,Jaque Mate / El reencuentro,reforma,6
4059,22-Ene-2004,"Agobiado por la carga del déficit, el motor   de la economía global podría sufrir una avería",reforma,0
4060,23-Ene-2004,Contrastan expectativas para México,reforma,7
4061,23-Ene-2004,Contrastan expectativas de crecimiento,reforma,7
4062,23-Ene-2004,Ven contrastes en crecimiento,reforma,2
4063,25-Ene-2004,Permea inseguridad económica,reforma,6
4064,26-Ene-2004,Termina Foro sin acuerdos,reforma,6
4065,28-Ene-2004,"Nombres, Nombres y... Nombres / Ajustes en Banobras y con 13 mil mdp del FINFRA más énfasis a proyectos de agua y basura",reforma,1
4066,29-Ene-2004,Pega incertidumbre a Bolsa de Brasil,reforma,0
4067,30-Ene-2004,Despiden a 87 mil en primera quincena,reforma,7
4068,31-Ene-2004,"Importación de Vehículos  / Importar o no importar,ese es el dilema",reforma,1
4069,02-Feb-2004,Prevén porcicultores desaparecer,reforma,1
4070,03-Feb-2004,Abre dólar spot al alza en 11.02 pesos,reforma,8
4071,03-Feb-2004,Razones y Proporciones / El encanto fugaz del populismo,reforma,6
4072,03-Feb-2004,"Bush proyecta una mejora para la economía estadounidense, pero mantiene la cautela",reforma,0
4073,09-Feb-2004,Busca BBVA liderar en Europa,reforma,3
4074,12-Feb-2004,Coordenadas / Las dos caras del crédito,reforma,2
4075,12-Feb-2004,Pulso Económico / Las lecciones del ciclo económico,reforma,7
4076,17-Feb-2004,Razones y Proporciones / Para combatir la corrupción,reforma,3
4077,17-Feb-2004,Reportan una mejoría en el empleo formal,reforma,7
4078,17-Feb-2004,"Las salidas a bolsa vuelven al ruedo, y no sólo se trata de la Web",reforma,0
4079,22-Feb-2004,Plaza Pública / Ex presidentes,reforma,5
4080,23-Feb-2004,Plantea CTM a IP pacto para empleo,reforma,3
4081,23-Feb-2004,Propone CTM pacto para el empleo,reforma,3
4082,24-Feb-2004,Piden obreros a IP un pacto para el empleo,reforma,3
4083,25-Feb-2004,Baja confianza de consumidor en EU,reforma,7
4084,26-Feb-2004,Critica UAM incertidumbre presupuestal,reforma,3
4085,27-Feb-2004,Critica la UAM financiamiento,reforma,3
4086,02-Mar-2004,Ve Banxico inflación en 4.2% en 2004,reforma,7
4087,04-Mar-2004,Pulso Económico / Las expectativas de inflación,reforma,2
4088,05-Mar-2004,Reactiva manufactura creación de empleos,reforma,7
4089,05-Mar-2004,Robert J. Schiller / ¿Cómo salvar a un mundo que no ahorra?,reforma,6
4090,06-Mar-2004,Suben empleos en manufactura,reforma,7
4091,07-Mar-2004,Horóscopo,reforma,4
4092,09-Mar-2004,Disminuye un 0.4% la inversión en 2003,reforma,7
4093,10-Mar-2004,Everardo Elizondo / Economía de la corrupción,reforma,6
4094,10-Mar-2004,Crean en 2 meses 46 mil empleos,reforma,7
4095,11-Mar-2004,Crece déficit presupuestal de EU,reforma,2
4096,11-Mar-2004,"Reflexiones / Escándalos, semilla de la inestabilidad",reforma,5
4097,12-Mar-2004,Descartan afecten atentados recuperación,reforma,2
4098,14-Mar-2004,Advierten repercusiones por atentados,reforma,9
4099,14-Mar-2004,Anticipan volatilidad en mercados,reforma,8
4100,15-Mar-2004,Ven menor participación de la Banca,reforma,1
4101,15-Mar-2004,Anticipan volatilidad,reforma,8
4102,15-Mar-2004,Bolsas de EE.UU. estarían tomando un respiro,reforma,0
4103,16-Mar-2004,Pierde importancia el financiamiento (I),reforma,1
4104,17-Mar-2004,Firma británica ilustra cómo sobrevivir a 245 años de cambios,reforma,1
4105,19-Mar-2004,Crecerá 4% economía de AL en 2004.- BID,reforma,4
4106,23-Mar-2004,"Fernando Gamboa / Recuerda, recordemos...",reforma,5
4107,28-Mar-2004,Anticipa el BID alza de 4% en AL,reforma,3
4108,29-Mar-2004,Pide Cámara adelantar plan presupuestal,reforma,3
4109,29-Mar-2004,Baja en marzo confianza del consumidor,reforma,8
4110,29-Mar-2004,Pide Cámara adelantar plan presupuestal,reforma,3
4111,29-Mar-2004,Los inversionistas redescubren el oro,reforma,0
4112,30-Mar-2004,Ahora es cuando,reforma,5
4113,30-Mar-2004,Tiempo de Negocios / Más argumentos de la industria farmacéutica contra el veto presidencial a la ley de salud,reforma,1
4114,30-Mar-2004,Registra la confianza ligera baja en marzo,reforma,8
4115,31-Mar-2004,Tiene BMV su mejor primer trimestre,reforma,8
4116,31-Mar-2004,Busca Carlos Medina  consolidar democracia,reforma,5
4117,31-Mar-2004,What's News,reforma,1
4118,03-Abr-2004,Gilberto Rincón Gallardo / Acuerdos blindados,reforma,3
4119,03-Abr-2004,Tabla / Preocupan reformas,reforma,2
4120,05-Abr-2004,Apoya precio de la plata a exportaciones,reforma,8
4121,06-Abr-2004,De Negocios,reforma,8
4122,12-Abr-2004,Ven expertos mejora económica,reforma,2
4123,13-Abr-2004,Coordenadas / Iraq y la economía,reforma,6
4124,15-Abr-2004,Aprueba San Lázaro adelantar presupuesto,reforma,3
4125,16-Abr-2004,Devoción por santo de desempleados en Brasil,reforma,5
4126,17-Abr-2004,Economía sobre ruedas,reforma,1
4127,19-Abr-2004,Harold James / La envidia de Europa hacia el dólar,reforma,6
4128,20-Abr-2004,Posibilidad de tasas altas acelera la emisión de deuda,reforma,0
4129,21-Abr-2004,Enrique Dussel / ¿Y las Mipymes en México?,reforma,1
4130,23-Abr-2004,Hospedaje en el limbo,reforma,1
4131,23-Abr-2004,Carlos Elizondo Mayer-Serra / ¿Choque de trenes?,reforma,5
4132,25-Abr-2004,Bagdad: Hospedaje en el limbo,reforma,1
4133,26-Abr-2004,El BCE envía señales confusas a los inversionistas europeos,reforma,0
4134,27-Abr-2004,Razones y Proporciones / Previsible alza de tasas de interés externas,reforma,2
4135,28-Abr-2004,Tiempo de Negocios / Genera incertidumbre en la IP moratoria regulatoria; ahondará pérdida de competitividad,reforma,1
4136,30-Abr-2004,Cuesta caro la ampliación,reforma,9
4137,01-May-2004,Las dos caras de Europa  ,reforma,6
4138,01-May-2004,Cuesta caro Europa unida,reforma,9
4139,02-May-2004,Piden expertos cambiar leyes en México,reforma,3
4140,02-May-2004,Dimite Premier polaco tras adhesión a UE,reforma,5
4141,02-May-2004,Horóscopo,reforma,4
4142,02-May-2004,Dos caras de Europa,reforma,9
4143,03-May-2004,Dañan precios del crudo recuperación  ,reforma,2
4144,03-May-2004,Advierten por altos precios de crudo,reforma,2
4145,03-May-2004,Estiman inflación de 4.11% en 2004,reforma,7
4146,04-May-2004,Prevén afecten petroprecios,reforma,2
4147,05-May-2004,Tiempo de Negocios / Coca-Cola por mantener equilibrio en precios y volumen para contener las nuevas marcas,reforma,1
4148,05-May-2004,What's News,reforma,0
4149,06-May-2004,Teme IP que Cuba no pague,reforma,1
4150,06-May-2004,Afecta posible aumento de tasas a BMV,reforma,8
4151,07-May-2004,Descartan impacto por alza en tasas,reforma,2
4152,07-May-2004,Teme IP  que Cuba  no pague,reforma,1
4153,07-May-2004,"Nombres, Nombres y... Nombres / Genera corto y alza en tasas minusvalías en fondos y bancos vs nivel primario de Cetes",reforma,1
4154,09-May-2004,Ronda incertidumbre a cumbre birregional,reforma,9
4155,11-May-2004,Ve OCDE panorama 'alentador' en México,reforma,7
4156,11-May-2004,Alerta OCDE sobre alza en petroprecios,reforma,2
4157,12-May-2004,Alerta OCDE sobre alza de petroprecios,reforma,2
4158,13-May-2004,Cierra dólar menudeo en 11.72 pesos,reforma,8
4159,14-May-2004,"Baja dólar, cierra en 11.66 pesos venta",reforma,8
4160,17-May-2004,"Baja dólar, cierra en 11.60 pesos venta",reforma,8
4161,17-May-2004,Afecta a Bolsas tensión política en Iraq,reforma,8
4162,18-May-2004,Afecta Gandhi bolsa de India,reforma,5
4163,19-May-2004,Minimizan riesgos por petropecios  ,reforma,2
4164,19-May-2004,Jaque Mate / El Encino,reforma,5
4165,20-May-2004,Contagia al Peso incertidumbre,reforma,8
4166,21-May-2004,"Sube dólar, cierra en 11.68 pesos venta",reforma,8
4167,21-May-2004,Cómo capear la tormenta financiera,reforma,0
4168,23-May-2004,Crea incertidumbre norma para transporte,reforma,1
4169,23-May-2004,Luis Rubio / China invierte la ecuación,reforma,6
4170,24-May-2004,Preocupa a IP falta de decisión en transporte,reforma,1
4171,26-May-2004,Lamenta política deportiva,reforma,5
4172,27-May-2004,Ve BCE con optimismo PIB de la zona euro,reforma,9
4173,28-May-2004,Muestran empresas desconfianza,reforma,7
4174,29-May-2004,De Negocios,reforma,1
4175,01-Jun-2004,Mayo: ¿Será un mes para olvidarse de Wall Street?,reforma,0
4176,02-Jun-2004,Culpan a Gobierno de falta de acuerdos,reforma,3
4177,02-Jun-2004,Suben analistas expectativas para México,reforma,2
4178,02-Jun-2004,Pierde Nikkei 0.48% al cierre,reforma,8
4179,02-Jun-2004,Tiempo de Negocios / Quedó cerrada ayer la compra de Home Mart por Home Depot tras el aval de la CFC,reforma,1
4180,03-Jun-2004,Prevé BCE mayores presiones en inflación,reforma,2
4181,03-Jun-2004,Pulso Económico / El precio del petróleo,reforma,2
4182,04-Jun-2004,Carlos Elizondo Mayer-Serra / Administrar la abundancia,reforma,6
4183,04-Jun-2004,Tiempo de Negocios / Ajustes en Sener meten ruido a los proyectos energéticos y desalientan nuevas inversiones,reforma,1
4184,05-Jun-2004,Sobreaviso / Ciudadanía amenazada,reforma,5
4185,06-Jun-2004,Aumenta explotación de la plata,reforma,8
4186,06-Jun-2004,Prevén para 2006 un frente de izquierda,reforma,5
4187,07-Jun-2004,Prevén para el 2006 un frente de izquierda,reforma,5
4188,07-Jun-2004,Suben ventas foráneas de plata,reforma,8
4189,10-Jun-2004,Pulso Económico / Índices de difusión,reforma,7
4190,15-Jun-2004,Cierra dólar menudeo en 11.50 pesos,reforma,8
4191,15-Jun-2004,Prevé Greenspan fuerte crecimiento,reforma,0
4192,15-Jun-2004,Sube crédito a familias en 3 meses,reforma,7
4193,16-Jun-2004,Cierra dólar menudeo en 11.47 pesos,reforma,8
4194,16-Jun-2004,Sube crédito a familias 11% en primer trimestre,reforma,7
4195,16-Jun-2004,Anticipa Alan Greenspan fuerte crecimiento en EU,reforma,2
4196,17-Jun-2004,Gana Bolsa Mexicana 0.23% al cierre,reforma,8
4197,20-Jun-2004,Advierten por crisis de Mitsubishi,reforma,1
4198,20-Jun-2004,Won-Ho Kim / El villano favorito,reforma,6
4199,22-Jun-2004,"En tiempos de bonos y acciones a la baja, vale más el efectivo",reforma,0
4200,24-Jun-2004,Preocupa a la IP tala ilegal en el País,reforma,3
4201,26-Jun-2004,Realizan juicio ciudadano contra Estrada,reforma,5
4202,26-Jun-2004,Óscar Levín Coppel / ¿Qué diablos nos pasa?,reforma,6
4203,28-Jun-2004,Ven crecimiento mundial de 4.5% en 2004,reforma,2
4204,30-Jun-2004,Estima Brasil mayor inflación en 2004,reforma,0
4205,02-Jul-2004,Estima encuesta inflación de 4.08%,reforma,7
4206,06-Jul-2004,Coordenadas / El nuevo escándalo,reforma,5
4207,07-Jul-2004,Los precios del petróleo vuelven a cobrar impulso,reforma,9
4208,11-Jul-2004,Luis Rubio / La salida milagrosa,reforma,6
4209,12-Jul-2004,Suben costos por inmovilidad de Gobierno,reforma,3
4210,13-Jul-2004,Frena incertidumbre a la competitividad,reforma,2
4211,13-Jul-2004,Critican al Gobierno por acciones costosas,reforma,3
4212,14-Jul-2004,Frena incertidumbre a la competitividad,reforma,2
4213,15-Jul-2004,Aconsejan adelantar elecciones en México,reforma,5
4214,15-Jul-2004,Agenda Ciudadana / La democracia en tiempos de la crispación,reforma,5
4215,16-Jul-2004,Coordenadas / Las dos deudas,reforma,3
4216,16-Jul-2004,Ven Gobierno a la deriva,reforma,5
4217,16-Jul-2004,Referéndum boliviano podría ser un duro golpe para las políticas de libre mercado,reforma,5
4218,18-Jul-2004,Agenda Kerry temas económicos,reforma,0
4219,19-Jul-2004,Tiene Kerry en agenda economía y seguridad,reforma,0
4220,20-Jul-2004,Cierra dólar menudeo en 11.49 pesos,reforma,8
4221,20-Jul-2004,Ve ONU crecimiento de mundial de 4.7%,reforma,7
4222,21-Jul-2004,Abre dólar spot en 11.42 pesos,reforma,8
4223,21-Jul-2004,Cierra dólar al alza en 11.57 pesos,reforma,8
4224,25-Jul-2004,Confía OCDE en avances de reformas,reforma,3
4225,25-Jul-2004,Un federalismo eficaz,reforma,3
4226,26-Jul-2004,La incertidumbre electoral toca a las puertas de las bolsas estadounidenses,reforma,0
4227,28-Jul-2004,Supachai Panitchpakdi / El 'paquete de julio',reforma,3
4228,29-Jul-2004,Prevé Yukos continuar exportando crudo,reforma,9
4229,01-Ago-2004,Luis Rubio / Un país que se rehúsa a cambiar,reforma,6
4230,02-Ago-2004,Auguran repunte en petroprecios,reforma,8
4231,03-Ago-2004,Aumenta el PIB de España un 2.6%,reforma,7
4232,03-Ago-2004,Impulsan triunfos a Madrazo en 2006,reforma,5
4233,04-Ago-2004,Manuel J. Jáuregui / ¿Se descarrila el tren?,reforma,6
4234,05-Ago-2004,Elogia FMI política económica de Chile,reforma,2
4235,06-Ago-2004,"Nombres, Nombres y... Nombres / Cabildean en Congreso propuesta de sistema de pensiones para resolver problema de fondo",reforma,3
4236,09-Ago-2004,Cierra BMV jornada a la baja,reforma,8
4237,09-Ago-2004,Juan Ciudadano / El arte de vender una playa,reforma,6
4238,11-Ago-2004,Coordenadas / El jaloneo presupuestal,reforma,3
4239,12-Ago-2004,Agenda Ciudadana / Oteando el horizonte rumbo al 2006,reforma,5
4240,13-Ago-2004,Presionan riesgos de desabasto a petroprecios,reforma,8
4241,13-Ago-2004,Matthew Lynn / Olimpiadas gravosas para ciudades anfitrionas,reforma,5
4242,16-Ago-2004,Pierde Nikkei 0.65% al cierre,reforma,8
4243,16-Ago-2004,Jaque Mate / Fin del reparto,reforma,1
4244,17-Ago-2004,Retoman petroprecios racha alcista,reforma,2
4245,19-Ago-2004,Pulso Económico / Manejo de la política monetaria,reforma,2
4246,19-Ago-2004,Dependencia petrolera: ¿Cómo lidiar con ella?,reforma,1
4247,21-Ago-2004,"Dentro de la mente del elector de EU: En Medio Oeste, guerra divide a estado crucial",reforma,5
4248,24-Ago-2004,Gana Nikkei 0.22% al cierre,reforma,8
4249,24-Ago-2004,Humberto Musacchio / Entre populistas e impopulistas,reforma,5
4250,25-Ago-2004,Prevé Francia PIB de 2.5% ,reforma,7
4251,25-Ago-2004,Pide la ONU fortalecer federalismo  ,reforma,3
4252,25-Ago-2004,Ronda 'fantasma' de desabasto,reforma,1
4253,26-Ago-2004,Ronda a industriales 'fantasma' de desabasto,reforma,1
4254,29-Ago-2004,Jorge Buendía Laredo / Los retos de Fox,reforma,5
4255,31-Ago-2004,Baja confianza del consumidor en EU,reforma,7
4256,31-Ago-2004,Disipan petroprecios máximos históricos,reforma,8
4257,31-Ago-2004,Coordenadas / Escenarios de fin de sexenio,reforma,5
4258,01-Sep-2004,Ve Stiglitz 'frágil' recuperación de EU,reforma,0
4259,01-Sep-2004,Libra Peso volatilidad en agosto,reforma,8
4260,01-Sep-2004,Aumentan expectativas inflacionarias,reforma,7
4261,02-Sep-2004,Tabla / Modifican expectativas,reforma,7
4262,04-Sep-2004,Moda en la Gran Ciudad  / Aprender está de moda,reforma,6
4263,05-Sep-2004,La Guerra del Petróleo: Al borde del colapso,reforma,9
4264,08-Sep-2004,Continúa expansión económica.- Fed,reforma,0
4265,09-Sep-2004,En el Dinero / Greenspan dubitativo,reforma,2
4266,12-Sep-2004,Se fortalece Iván; aterra a cubanos,reforma,5
4267,16-Sep-2004,AL crecerá 4.3% este año.- UNCTAD,reforma,7
4268,17-Sep-2004,La Fed descubre en sus comunicados un instrumento contra la deflación,reforma,0
4269,23-Sep-2004,Piden certidumbre en el agro,reforma,3
4270,23-Sep-2004,"La economía estadounidense mejora, pero... ¿será demasiado tarde para Bush?",reforma,0
4271,24-Sep-2004,Prevén se duplicará turismo en 15 años,reforma,3
4272,24-Sep-2004,Solicitan certidumbre en agro,reforma,3
4273,27-Sep-2004,Roza crudo 50 dólares por barril,reforma,8
4274,28-Sep-2004,Ve FMI más riesgos que oportunidades,reforma,9
4275,29-Sep-2004,Resurge apetito por bolsas emergentes,reforma,8
4276,29-Sep-2004,Crudo en US$50: la inestabilidad manda,reforma,0
4277,30-Sep-2004,Viven mercados 'crudo' trimestre,reforma,8
4278,03-Oct-2004,Duplican promoción SE y Bancomext,reforma,1
4279,04-Oct-2004,Aumentan expectativas inflacionarias,reforma,7
4280,04-Oct-2004,Urgen a Economía acelerar cupo de azúcar,reforma,1
4281,04-Oct-2004,Duplican función SE y Bancomext,reforma,1
4282,08-Oct-2004,Ven ganador a Kerry en segundo debate,reforma,5
4283,08-Oct-2004,Robert J. Schiller / ¿Son los precios de la vivienda un castillo de naipes?,reforma,6
4284,09-Oct-2004,"Mejora Bush, pero...",reforma,5
4285,11-Oct-2004,Hacen Bush y Kerry campaña en New Mexico,reforma,5
4286,11-Oct-2004,"Las firmas de EE.UU. invierten, pero con cautela",reforma,0
4287,12-Oct-2004,Razones y Proporciones / Las condiciones del crecimiento,reforma,3
4288,13-Oct-2004,Pierde Nikkei 0.05% al cierre,reforma,8
4289,13-Oct-2004,Manuel J. Jáuregui / ¿Y la economía?,reforma,5
4290,15-Oct-2004,Prevé Greenspan inestabilidad del crudo,reforma,0
4291,15-Oct-2004,Alcanza petróleo los 55 dólares,reforma,8
4292,16-Oct-2004,Ex empresario petrolero busca plan económico para crecer,reforma,0
4293,17-Oct-2004,Tiembla apoyo a changarros,reforma,1
4294,17-Oct-2004,Intenta SE preservar el microcrédito,reforma,3
4295,17-Oct-2004,El México de siempre,reforma,6
4296,20-Oct-2004,Joseph E. Stiglitz / Los cuatro años de fracaso de Bush,reforma,0
4297,21-Oct-2004,Consideran un riesgo a AMLO rumbo a 2006,reforma,5
4298,21-Oct-2004,Censuran falta de estrategia en ciencia,reforma,3
4299,22-Oct-2004,Encaran examen de cultos y ricos,reforma,5
4300,22-Oct-2004,Mary Anastasia O'Grady / Por qué no duró  el impulso del  TLCAN de México,reforma,6
4301,22-Oct-2004,Cuestionan estrategia en ciencia,reforma,3
4302,23-Oct-2004,Presiona crudo estabilidad,reforma,2
4303,23-Oct-2004,Encaran examen de cultos y ricos,reforma,0
4304,24-Oct-2004,Votan divididos los latinos de Florida,reforma,5
4305,26-Oct-2004,Cae confianza del consumidor en EU,reforma,7
4306,26-Oct-2004,Dan sí a fusión de aerolíneas,reforma,1
4307,26-Oct-2004,"Nombres, Nombres y... Nombres / Semana vital para cruceros y reitera la industria impacto de aprobarse cobro de $110.00",reforma,1
4308,27-Oct-2004,Dan sí a fusión de aerolíneas,reforma,1
4309,28-Oct-2004,Frontera Invisible / Llegó la hora,reforma,5
4310,28-Oct-2004,"La incertidumbre electoral, las tasas y el déficit arrastran el dólar a la baja",reforma,0
4311,01-Nov-2004,Genera incertidumbre elección en EU,reforma,0
4312,02-Nov-2004,Estiman inflación de 5.18% en 2004,reforma,7
4313,02-Nov-2004,Descartan meta inflacionaria sexenal,reforma,7
4314,02-Nov-2004,Deciden para el mundo,reforma,5
4315,02-Nov-2004,Anticipan habrá incertidumbre,reforma,0
4316,03-Nov-2004,Fracasa Fox en metas de inflación y crecimiento,reforma,7
4317,03-Nov-2004,Las duras realidades económicas que esperan al próximo presidente de EE.UU.,reforma,0
4318,05-Nov-2004,Supera Nikkei los 11 mil puntos,reforma,8
4319,05-Nov-2004,Manuel J. Jáuregui / ¡Hasta con la cubeta!,reforma,2
4320,13-Nov-2004,Sobreaviso / Anormalidad democrática,reforma,5
4321,15-Nov-2004,Ana Paula Ordorica / ¿Nacemos o nos hacemos?,reforma,5
4322,16-Nov-2004,Sube PIB 4.4% en el trimestre,reforma,7
4323,17-Nov-2004,Sube PIB 4.4% en el trimestre,reforma,7
4324,19-Nov-2004,Templo Mayor,reforma,3
4325,20-Nov-2004,Convoca AMLO a organización ciudadana,reforma,5
4326,22-Nov-2004,Coordenadas / El remedio y la enfermedad,reforma,3
4327,25-Nov-2004,Coordenadas / El pulso de la economía,reforma,7
4328,25-Nov-2004,Agenda Ciudadana / Círculo vicioso,reforma,5
4329,26-Nov-2004,Llama Edgar Morin a reformar la mente,reforma,6
4330,27-Nov-2004,Llama Edgar Morin a reformar la mente,reforma,6
4331,29-Nov-2004,Cierra dólar menudeo en  11.36 pesos,reforma,8
4332,30-Nov-2004,Van al desempleo profesionistas,reforma,7
4333,01-Dic-2004,Ven analistas inflación de 5.36% en 2004,reforma,7
4334,03-Dic-2004,Prevén afecte incertidumbre a economía,reforma,3
4335,06-Dic-2004,Everardo Elizondo / Variaciones al tema del crecimiento,reforma,2
4336,07-Dic-2004,Prueba Bush su inteligencia,reforma,0
4337,08-Dic-2004,Ve Alemania recuperación económica en AL,reforma,7
4338,11-Dic-2004,Pide AMLO Guerrero para conseguir 2006,reforma,5
4339,12-Dic-2004,Prevén repunte en tasas de interés en EU,reforma,0
4340,12-Dic-2004,Piedra de Toque / Europa: ¿una bella idea?,reforma,5
4341,12-Dic-2004,"Pasa el 2006  por Guerrero, dice AMLO",reforma,5
4342,15-Dic-2004,Alcanzan exportaciones de AL récord.-BID,reforma,0
4343,15-Dic-2004,Tiempo de Negocios / Emporios mexicanos continúan a la espera de tarifas competitivas en electricidad y gas,reforma,1
4344,16-Dic-2004,Ve Fed crecimiento sobre bases firmes,reforma,2
4345,16-Dic-2004,Diez años después de la crisis,reforma,2
4346,17-Dic-2004,Prevén inflación anual de 5.47%,reforma,7
4347,17-Dic-2004,Crisis del '94 diez años después,reforma,2
4348,19-Dic-2004,Piden incluir a campo en baja de tarifas,reforma,3
4349,20-Dic-2004,El Informe Oppenheimer / Las buenas y malas noticias del 2004,reforma,0
4350,20-Dic-2004,Exigen para campo bajar tarifas de luz,reforma,3
4351,21-Dic-2004,Buscan evitar zozobra presupuestal,reforma,3
4352,22-Dic-2004,Busca Gobierno evitar zozobra presupuestal,reforma,3
4353,23-Dic-2004,Regala 2004 a TI mejoría de 4.9%,reforma,7
4354,26-Dic-2004,Horóscopos,reforma,4
4355,30-Dic-2004,Espera AL crecimiento sólido.- Cepal,reforma,7
4356,30-Dic-2004,Agenda Ciudadana / ¿'Annus horribilis'?,reforma,5
4357,31-Dic-2004,¡¡Qué bueno!!,reforma,1
4358,02-Ene-2005,Agenda 2005: El año radical,reforma,5
4359,02-Ene-2005,Los nubarrones del 2005,reforma,3
4360,02-Ene-2005,Luis Rubio / El Muro: quince años después,reforma,6
4361,03-Ene-2005,Pierde atractivo ahorrar dólares,reforma,8
4362,03-Ene-2005,"Tras su alta rentabilidad en 2004, ¿qué aguarda a las bolsas latinoamericanas?",reforma,0
4363,04-Ene-2005,Pierde atractivo ahorrar dólares,reforma,8
4364,05-Ene-2005,Alista Argentina canje de deuda,reforma,3
4365,05-Ene-2005,Joseph E. Stiglitz / El pasado cobra su precio en 2005,reforma,0
4366,09-Ene-2005,Luis Rubio / En sus marcas...,reforma,6
4367,18-Ene-2005,Tiempo de Negocios / Crece incertidumbre por el rumbo que toman las reformas a Ley de Propiedad Industrial,reforma,1
4368,18-Ene-2005,Temor a expropiaciones frena la inversión y podría afectar a la economía venezolana,reforma,5
4369,19-Ene-2005,El desplome del dólar genera temores de una posible crisis en Estados Unidos,reforma,0
4370,20-Ene-2005,Preparan cañeros amparo contra decreto,reforma,1
4371,20-Ene-2005,Afinan cañeros amparo,reforma,3
4372,21-Ene-2005,Marketer / Revuelo aéreo,reforma,6
4373,21-Ene-2005,Afinan cañeros amparo,reforma,3
4374,25-Ene-2005,'Compiten' conferencistas en Davos,reforma,5
4375,26-Ene-2005,Ofrece Fox a IP blindar economía,reforma,3
4376,26-Ene-2005,Busca México en Davos 'robar' atención mundial,reforma,5
4377,27-Ene-2005,Cae 0.45% BMV al cierre de jornada,reforma,8
4378,27-Ene-2005,Ofrece Fox a IP blindar economía de la política,reforma,5
4379,28-Ene-2005,Marketer / Exceso de opciones,reforma,6
4380,30-Ene-2005,Auguran alza en tasas de la Fed,reforma,0
4381,30-Ene-2005,Mauricio Farah Gebara / La inconveniencia del voto extranjero,reforma,3
4382,31-Ene-2005,Va en picada competitividad,reforma,2
4383,01-Feb-2005,Va en picada competitividad,reforma,2
4384,01-Feb-2005,Coordenadas / La poesía y los negocios,reforma,6
4385,02-Feb-2005,Luis F. Aguilar / El quinto año,reforma,5
4386,04-Feb-2005,Cierra dólar menudeo en 11.23 pesos,reforma,8
4387,07-Feb-2005,Augura el CEESP un buen año económico,reforma,2
4388,09-Feb-2005,Reflexiones / Retrato de una crisis,reforma,2
4389,10-Feb-2005,Coordenadas / Estrenando el 2005,reforma,7
4390,13-Feb-2005,La Cultura Política,reforma,5
4391,16-Feb-2005,Sergio Aguayo Quezada / Vicente Fox: Darwinismo político,reforma,5
4392,17-Feb-2005,En el Dinero / Los enigmas de Greenspan,reforma,2
4393,18-Feb-2005,Jorge Arturo Martínez / Por qué EU y Asia se aman,reforma,2
4394,20-Feb-2005,Horóscopos,reforma,4
4395,20-Feb-2005,Juan E. Pardinas / Patear al árbitro,reforma,5
4396,22-Feb-2005,Esperan crecimiento de 3.6% en EU,reforma,0
4397,23-Feb-2005,Prevé Banxico mayor riesgo político,reforma,2
4398,24-Feb-2005,Prevé Banco de México mayor riesgo político,reforma,2
4399,25-Feb-2005,Revisan crecimiento de EU al alza,reforma,7
4400,28-Feb-2005,Jaime Maldonado / Las contradicciones de la competencia,reforma,3
4401,28-Feb-2005,Mayor incertidumbre sobre la Fed podría impulsar las tasas a largo plazo en EE.UU.,reforma,0
4402,02-Mar-2005,Christopher Granville / Autopsia de Yukos,reforma,6
