,fecha,titulo,periodico,topico
6700,04-Ene-2011,JAQUE MATE / Ruta correcta,reforma,4
6701,04-Ene-2011,JAQUE MATE / Ruta correcta,reforma,4
6702,04-Ene-2011,Modera la banca crédito a estados,reforma,1
6703,05-Ene-2011,Abre dólar a 12.37 pesos a la venta,reforma,2
6704,06-Ene-2011,AGENDA CIUDADANA / Miedo al miedo,reforma,4
6706,06-Ene-2011,AGENDA CIUDADANA / Miedo al miedo,reforma,4
6707,09-Ene-2011,Critica Manlio política económica de FCH,reforma,5
6708,10-Ene-2011,Aprueba FMI línea de crédito para México,reforma,5
6709,11-Ene-2011,Las dudas sobre Portugal hacen subir la temperatura del mercado,reforma,7
6710,12-Ene-2011,Ven débiles a economía y empleo mundial,reforma,7
6711,12-Ene-2011,Pega corrupción|a libertad económica,reforma,1
6712,12-Ene-2011,La UE toma en cuenta a España y evalúa expandir su fondo de rescate,reforma,7
6713,13-Ene-2011,Abre dólar a 12.22 pesos a la venta,reforma,2
6714,16-Ene-2011,Escalera al cielo / Wikipedia y el Gran ,reforma,6
6715,16-Ene-2011,Escalera al cielo / Wikipedia y el Gran Relato,reforma,6
6716,18-Ene-2011,Las empresas españolas salen de compras,reforma,7
6717,20-Ene-2011,Carreteras: mito sexenal,reforma,5
6718,23-Ene-2011,La cultura política,reforma,8
6719,23-Ene-2011,Mitos del programa carretero,reforma,5
6720,24-Ene-2011,Cierra dólar en 12.17 pesos a la venta,reforma,2
6721,25-Ene-2011,Descarta Ferrari espiral inflacionaria,reforma,2
6722,26-Ene-2011,Aumenta demanda de plata,reforma,0
6723,26-Ene-2011,Exigen priistas a FCH actuar como estadista,reforma,4
6724,27-Ene-2011,Perspectivas de negocios para 2011,reforma,6
6725,27-Ene-2011,COORDENADAS / Fiebre de optimismo,reforma,1
6726,27-Ene-2011,Aumenta demanda de plata,reforma,0
6727,27-Ene-2011,COORDENADAS / Fiebre de optimismo,reforma,1
6728,27-Ene-2011,Skype aplaza por unos meses su salida a bolsa,reforma,9
6729,28-Ene-2011,Cierra dólar a 12.28 pesos a la venta,reforma,2
6730,28-Ene-2011,Tumban Egipto y EU a mercados globales,reforma,0
6731,28-Ene-2011,S&P rebaja la calificación de la deuda de Japón,reforma,7
6732,29-Ene-2011,Tumban Egipto y EU a mercados globales,reforma,0
6733,31-Ene-2011,JAQUE MATE / ¿Conclusiones?,reforma,6
6734,31-Ene-2011,JAQUE MATE / ¿Conclusiones?,reforma,6
6735,02-Feb-2011,COORDENADAS / El otro cisne negro,reforma,1
6736,02-Feb-2011,Prefieren inversionistas a Brasil,reforma,7
6737,02-Feb-2011,Cierra dólar a 12.17 pesos a la venta,reforma,2
6738,02-Feb-2011,COORDENADAS / El otro cisne negro,reforma,1
6739,03-Feb-2011,Descarta AIE especulación en crudo,reforma,0
6740,06-Feb-2011,La cultura política,reforma,8
6741,08-Feb-2011,CAPITANES,reforma,8
6742,08-Feb-2011,Supera abstencionismo a gasto electoral,reforma,4
6743,08-Feb-2011,CAPITANES,reforma,8
6744,09-Feb-2011,Gana abstencionismo al gasto,reforma,4
6745,14-Feb-2011,Estiman que peso depende del entorno,reforma,2
6746,14-Feb-2011,Cierra dólar en $12.16 a la venta,reforma,2
6747,18-Feb-2011,Cierra dólar en 12.14 pesos a la venta,reforma,2
6748,18-Feb-2011,Bajan recomendación de Pepsico,reforma,9
6749,18-Feb-2011,Alcanza demanda de oro máximo en 10 años,reforma,0
6750,21-Feb-2011,Cierra dólar a 12.20 pesos a la venta,reforma,2
6751,21-Feb-2011,Portafolio,reforma,7
6752,22-Feb-2011,JAQUE MATE / Extorsión,reforma,5
6753,22-Feb-2011,JAQUE MATE / Extorsión,reforma,5
6754,24-Feb-2011,Cierra dólar en 12.27 pesos a la venta,reforma,2
6755,28-Feb-2011,Preocupa a economistas déficit de EU,reforma,7
6756,28-Feb-2011,Prevén consolidación de franquicias en 2011,reforma,5
6757,28-Feb-2011,Viene el tiempo de aplicarse,reforma,5
6758,28-Feb-2011,El alza del crudo preocupa a los inversionistas,reforma,0
6759,01-Mar-2011,Sube Nikkei por bajo riesgo de inflación,reforma,7
6760,01-Mar-2011,COORDENADAS / El despegue del crédito,reforma,1
6761,01-Mar-2011,COORDENADAS / El despegue del crédito,reforma,1
6762,02-Mar-2011,REFLEXIONES / Escándalos que distraen,reforma,1
6763,02-Mar-2011,Sortea EU parálisis|con megarrecorte,reforma,7
6764,02-Mar-2011,REFLEXIONES / Escándalos que distraen,reforma,1
6765,04-Mar-2011,COORDENADAS / ¿Gastar e invertir hoy?,reforma,5
6766,04-Mar-2011,Concluye crudo en niveles de 2008,reforma,0
6767,04-Mar-2011,Mantiene Banxico |temor por inflación,reforma,2
6768,04-Mar-2011,COORDENADAS / ¿Gastar e invertir hoy?,reforma,5
6769,07-Mar-2011,Abruman malas noticias |al consumo.- FCH,reforma,3
6770,07-Mar-2011,Abre BMV con caída de 0.28%,reforma,0
6771,08-Mar-2011,COORDENADAS / Petróleo: alza sin freno,reforma,1
6772,08-Mar-2011,COORDENADAS / Petróleo: alza sin freno,reforma,1
6773,08-Mar-2011,Aqueja a empresas la desmotivación,reforma,5
6774,09-Mar-2011,Abre BMV a la baja; pierde 0.45%,reforma,0
6775,09-Mar-2011,"Regresan pérdidas a BMV, cae 0.65%",reforma,0
6776,10-Mar-2011,Percibe Hacienda riesgo por petroprecios,reforma,1
6777,12-Mar-2011,TREN MOTRIZ / Incertidumbre petrolera,reforma,9
6778,12-Mar-2011,TREN MOTRIZ / Incertidumbre petrolera,reforma,9
6779,13-Mar-2011,Réplicas económicas del sismo en Japón,reforma,9
6780,13-Mar-2011,Luis Rubio / Incertidumbre,reforma,5
6781,13-Mar-2011,Horóscopos,reforma,3
6782,13-Mar-2011,Luis Rubio / Incertidumbre,reforma,5
6783,14-Mar-2011,Las réplicas del terremoto de Japón en la economía mundial,reforma,7
6784,15-Mar-2011,Cambia precios Japón,reforma,0
6785,15-Mar-2011,"Sin agua, comida, ni gasolina",reforma,3
6786,16-Mar-2011,Ve Economía posibles presiones por Japón,reforma,9
6787,16-Mar-2011,Cierra dólar al alza; se vende en $12.27,reforma,2
6788,16-Mar-2011,Calculan pérdidas|en Japón por 200 mmdd,reforma,7
6789,17-Mar-2011,Cierra BMV con baja marginal de 0.09%,reforma,0
6790,21-Mar-2011,Sube crudo por tensión en Medio Oriente,reforma,0
6791,21-Mar-2011,Logran beneficios bolsas en EU y Europa,reforma,0
6792,22-Mar-2011,Abre BMV con alza de 0.23%,reforma,0
6793,22-Mar-2011,Colaborador Invitado / Doctrina del shoc,reforma,6
6794,22-Mar-2011,Piden reformar política económica,reforma,5
6795,22-Mar-2011,Cierra dólar en 12.13 pesos a la venta,reforma,2
6796,22-Mar-2011,Prevén un peso débil en el corto plazo,reforma,2
6797,22-Mar-2011,Colaborador Invitado / Doctrina del shock,reforma,6
6798,24-Mar-2011,EN EL DINERO / Los mariachis llegaron,reforma,0
6799,24-Mar-2011,EN EL DINERO / Los mariachis llegaron,reforma,0
6800,26-Mar-2011,Se cimbra economía global,reforma,9
6801,28-Mar-2011,GLOSAS MARGINALES / ¿Dominó mediterráneo,reforma,7
6802,28-Mar-2011,GLOSAS MARGINALES / ¿Dominó mediterráneo?,reforma,7
6803,29-Mar-2011,CAPITANES,reforma,8
6804,29-Mar-2011,Abre BMV con ganancia de 0.03%,reforma,0
6805,29-Mar-2011,CAPITANES,reforma,8
6806,01-Abr-2011,Rebaja S&P nota de Irlanda,reforma,7
6807,02-Abr-2011,Anuncia Zapatero|que no busca reelección,reforma,4
6808,03-Abr-2011,Luis Rubio / Gobierno ¿para qué?,reforma,4
6810,04-Abr-2011,Recuperación global es frágil.- FMI,reforma,7
6811,05-Abr-2011,Difieren miembros de Fed por estímulos,reforma,2
6812,05-Abr-2011,Abre dólar estable; se vende en $12.00,reforma,2
6813,06-Abr-2011,Cierra dólar a 11.92 pesos a la venta,reforma,2
6814,07-Abr-2011,Cierra dólar a 11.91 pesos a la venta,reforma,2
6815,07-Abr-2011,Enumera Banxico| riesgos para 2011,reforma,1
6816,12-Abr-2011,Golpea a cubanos alza de combustibles,reforma,3
6817,12-Abr-2011,Operan BMV a la baja; pierde 0.19%,reforma,0
6818,12-Abr-2011,Colaborador Invitado / Burbujas petroler,reforma,2
6819,12-Abr-2011,Cierra dólar a 11.95 pesos a la venta ,reforma,2
6820,12-Abr-2011,Colaborador Invitado / Burbujas petroleras,reforma,2
6821,12-Abr-2011,Se cuela Keiko a segunda vuelta,reforma,4
6822,15-Abr-2011,Llega oro a récord de mil 481.14 dólares,reforma,7
6823,17-Abr-2011,Luis Rubio / Reformar ¿qué?,reforma,5
6824,17-Abr-2011,"Juan E. Pardinas / Piratas, corsarios y ",reforma,5
6825,17-Abr-2011,Luis Rubio / Reformar ¿qué?,reforma,5
6826,17-Abr-2011,"Juan E. Pardinas / Piratas, corsarios y notarios",reforma,5
6827,19-Abr-2011,Revierte BMV con GMexico,reforma,0
6828,20-Abr-2011,Revierte BMV y sube 0.30%; gana GMexico,reforma,0
6829,21-Abr-2011,What's News,reforma,9
6830,22-Abr-2011,"En momentos de incertidumbre mundial, sube la fiebre del oro",reforma,7
6831,22-Abr-2011,Frena terremoto desarrollo nipón,reforma,7
6832,26-Abr-2011,Abre BMV con pérdida de 0.26%  ,reforma,0
6833,27-Abr-2011,REFLEXIONES / Jaqueca cambiaria,reforma,2
6834,27-Abr-2011,REFLEXIONES / Jaqueca cambiaria,reforma,2
6835,28-Abr-2011,Reduce Japón su previsión de crecimiento,reforma,7
6836,28-Abr-2011,La incertidumbre política en Perú afecta al mercado,reforma,4
6837,01-May-2011,Horóscopos,reforma,3
6838,02-May-2011,Repite inseguridad|como freno económico,reforma,1
6839,02-May-2011,Cierra dólar a 11.64 pesos a la venta,reforma,2
6840,05-May-2011,Sube dólar a $11.85 a la venta,reforma,2
6841,08-May-2011,Horóscopos,reforma,3
6842,10-May-2011,Cierra dólar a 11.70 pesos a la venta,reforma,2
6843,11-May-2011,Eleva Banxico|perspectiva de crecimiento,reforma,1
6844,12-May-2011,AGENDA CIUDADANA / Una mirada externa,reforma,4
6845,12-May-2011,AGENDA CIUDADANA / Una mirada externa,reforma,4
6846,12-May-2011,Ajustan al alza PIB de 2011,reforma,1
6847,13-May-2011,Cierra dólar a 11.86 pesos a la venta,reforma,2
6848,15-May-2011,Juan E. Pardinas / Substancia de la perc,reforma,4
6849,15-May-2011,Juan E. Pardinas / Substancia de la percepción,reforma,4
6850,16-May-2011,Abre dólar en 11.84 pesos a la venta,reforma,2
6851,17-May-2011,Cierra dólar en 11.87 pesos a la venta,reforma,2
6852,18-May-2011,Presionan a DSK para que renuncie,reforma,7
6853,20-May-2011,Pide OCDE liderazgo no europeo en FMI,reforma,7
6854,21-May-2011,Destroza crisis fiscal psique griega,reforma,7
6855,24-May-2011,Señalan proteccionismo del G-20,reforma,7
6856,25-May-2011,Abre SE cupo para azúcar,reforma,9
6857,25-May-2011,Cierra dólar a 11.81 pesos a la venta,reforma,2
6858,25-May-2011,Gana BMV 0.16%; van mixtas bolsas de EU,reforma,0
6859,26-May-2011,Cierra dólar en 11.77 pesos a la venta,reforma,2
6860,26-May-2011,Abre Economía cupo para azúcar,reforma,9
6861,29-May-2011,Preocupa a Senado entorno económico,reforma,5
6862,29-May-2011,Busca Occidente alternativa|a la amapola,reforma,6
6863,30-May-2011,Caen precios del crudo en Londres y NY,reforma,0
6864,30-May-2011,Ven volatilidad en mercados|por Grecia,reforma,7
6865,30-May-2011,Cierra dólar en 11.72 pesos a la venta,reforma,2
6866,31-May-2011,Acusa AN a priistas de parar dictamen,reforma,5
6867,02-Jun-2011,Ven fin de rally de moneda mexicana,reforma,2
6868,03-Jun-2011,Se desacelera creación de empleos en EU,reforma,1
6869,03-Jun-2011,Abre BMV con caída de 0.26%,reforma,0
6870,03-Jun-2011,Perú enfrenta una elección entre dos candidatos de extremos ideológicos,reforma,4
6871,03-Jun-2011,Prevén lenta recuperación de remesas,reforma,1
6872,04-Jun-2011,Votan peruanos por 'mal menor',reforma,4
6873,05-Jun-2011,Viven peruanos drama electoral,reforma,4
6875,06-Jun-2011,GLOSAS MARGINALES / Empleo en EU: las cifras del desencanto,reforma,6
6876,07-Jun-2011,Suben mercados de EU y la  BMV,reforma,0
6877,07-Jun-2011,Castigan mercados triunfo de Humala,reforma,4
6878,08-Jun-2011,Cierra dólar a 11.94 pesos a la venta,reforma,2
6879,08-Jun-2011,Pide calma Humala,reforma,4
6880,10-Jun-2011,Cierra BMV con caída de 0.77%,reforma,0
6881,11-Jun-2011,Javier González Garza / De nuevo el auto,reforma,4
6882,11-Jun-2011,Javier González Garza / De nuevo el autoritarismo,reforma,4
6883,13-Jun-2011,GLOSAS MARGINALES / Desafíos de la recup,reforma,6
6884,13-Jun-2011,Abre BMV con baja de 0.4%,reforma,0
6885,13-Jun-2011,GLOSAS MARGINALES / Desafíos de la recuperación: un apunte,reforma,6
6886,17-Jun-2011,Viven mercados semana volátil,reforma,7
6887,17-Jun-2011,Ultiman remodelación de Gobierno griego,reforma,7
6888,18-Jun-2011,Viven mercados semana volátil,reforma,0
6889,20-Jun-2011,Advierte FMI por crisis en Eurozona,reforma,7
6890,20-Jun-2011,COORDENADAS / El ABC de la crisis griega,reforma,7
6891,20-Jun-2011,COORDENADAS / El ABC de la crisis griega,reforma,7
6892,25-Jun-2011,Minimiza ProMéxico inseguridad en el País,reforma,5
6893,26-Jun-2011,Desea mamá de Chávez que su hijo sane,reforma,4
6894,27-Jun-2011,Cotiza dólar estable; se vende en $12.00,reforma,0
6895,27-Jun-2011,Superan mexicanos retos en el extranjero,reforma,3
6897,30-Jun-2011,CAPITANES,reforma,8
6898,30-Jun-2011,Lidera Europa las ganancias en mercados,reforma,0
6899,30-Jun-2011,CAPITANES,reforma,8
6900,01-Jul-2011,Lidera Europa las ganancias en mercados,reforma,0
6901,02-Jul-2011,Prevén pugna por ausencia de Chávez,reforma,4
6902,03-Jul-2011,Pega fin de transbordador a Florida,reforma,3
6903,03-Jul-2011,Un Vistazo,reforma,7
6904,04-Jul-2011,GLOSAS MARGINALES / ¿Preocupación sin fi,reforma,7
6905,04-Jul-2011,Crean 382 mil empleos|en primer semestre,reforma,1
6906,04-Jul-2011,GLOSAS MARGINALES / ¿Preocupación sin fin?,reforma,7
6907,05-Jul-2011,Cierra dólar en 11.75 pesos a la venta,reforma,2
6908,05-Jul-2011,Abre dólar a la venta en $11.72,reforma,2
6909,06-Jul-2011,REFLEXIONES / Blindaje económico,reforma,5
6910,06-Jul-2011,Abre BMV con caída de 0.44%,reforma,0
6911,06-Jul-2011,REFLEXIONES / Blindaje económico,reforma,5
6912,08-Jul-2011,Frena a empleo desaceleración,reforma,1
6913,08-Jul-2011,Pega empleo de EU a Bolsa; cede 0.23%,reforma,0
6914,08-Jul-2011,Crea EU sólo 18 mil empleos en junio,reforma,1
6915,08-Jul-2011,Prevé Saxo Bank  freno económico mundial,reforma,1
6916,08-Jul-2011,Advierten más riesgos para crecimiento,reforma,1
6917,08-Jul-2011,Anticipa Cordero impacto,reforma,1
6918,09-Jul-2011,Frena a empleo desaceleración,reforma,1
6919,10-Jul-2011,Luis Rubio / Confianza,reforma,5
6920,10-Jul-2011,Luis Rubio / Confianza,reforma,5
6921,11-Jul-2011,Cierra dólar en $11.88 a la venta,reforma,7
6922,11-Jul-2011,Afecta Europa a BMV; pierde 0.38%,reforma,0
6923,12-Jul-2011,Crean minutas división en la Fed,reforma,7
6924,13-Jul-2011,Detienen fondos pérdidas,reforma,0
6925,14-Jul-2011,COORDENADAS / Los motores del mundo,reforma,1
6926,14-Jul-2011,Pide Carstens firmeza ante turbulencias,reforma,7
6927,14-Jul-2011,Cierra dólar a $11.84 a la venta,reforma,7
6928,14-Jul-2011,Detienen fondos pérdidas,reforma,0
6929,14-Jul-2011,COORDENADAS / Los motores del mundo,reforma,1
6930,18-Jul-2011,Ubican dólar en $11.95 esta semana,reforma,7
6931,18-Jul-2011,Cierra dólar en 11.88 pesos a la venta,reforma,7
6932,18-Jul-2011,Revisan a la baja proyecciones para EE.UU.,reforma,1
6933,18-Jul-2011,Ven franquicias la 'luz',reforma,8
6934,19-Jul-2011,Prevén sea temporal|debilidad económica,reforma,1
6935,19-Jul-2011,Opera BMV con ganancia de 0.30%,reforma,0
6936,20-Jul-2011,Gastan pobres más en pagar tarjetas,reforma,5
6937,20-Jul-2011,Advierten sobre poder económico de China,reforma,7
6938,20-Jul-2011,Confía Banamex en repunte,reforma,1
6939,21-Jul-2011,Opera dólar en 11.73 pesos a la venta,reforma,2
6940,21-Jul-2011,Gastan pobres más en pagar tarjetas,reforma,5
6941,21-Jul-2011,Salen Merkel y Sarkozy oootra vez al rescate,reforma,7
6942,22-Jul-2011,Cierra Bolsa con ganancia de 0.56%,reforma,0
6943,22-Jul-2011,Humala arma un gabinete que disipa los temores de la clase empresarial,reforma,4
6944,22-Jul-2011,Rompe marca el desempleo,reforma,1
6945,23-Jul-2011,De la Primavera Árabe a un futuro high-tech,reforma,3
6946,24-Jul-2011,Confía SHCP en blindaje de economía,reforma,1
6947,25-Jul-2011,Alerta Coparmex sobre desaceleración,reforma,5
6948,25-Jul-2011,Cierra crudo a la baja en Londres y NY,reforma,0
6949,26-Jul-2011,Sería terrible una moratoria de EU.- FMI,reforma,7
6950,26-Jul-2011,Termina crudo a la alza en Londres y NY,reforma,0
6951,27-Jul-2011,Prevén EU revele secreto sobre deuda,reforma,7
6952,27-Jul-2011,JAQUE MATE / Crisis sin fin,reforma,7
6953,27-Jul-2011,Regaña Boehner|a ultras republicanos,reforma,7
6954,27-Jul-2011,Estima SHCP eventual baja en nota de EU,reforma,7
6955,27-Jul-2011,Sube dólar en apertura a $11.75,reforma,2
6956,27-Jul-2011,JAQUE MATE / Crisis sin fin,reforma,7
6957,28-Jul-2011,Se acerca Brent a 118 dólares,reforma,7
6958,28-Jul-2011,Sube WTI a 99.44 dólares,reforma,0
6959,28-Jul-2011,Pega deuda de EU a acciones de Cemex,reforma,0
6960,28-Jul-2011,Rumbo al default,reforma,7
6961,28-Jul-2011,El gobierno de EE.UU. podría revelar un plan secreto para pagar sus cuentas,reforma,7
6962,29-Jul-2011,Crece PIB de EU menos de lo esperado,reforma,1
6963,29-Jul-2011,Crece 3.5% PIB nacional,reforma,1
6964,30-Jul-2011,Apura crisis comicios en España,reforma,4
6965,30-Jul-2011,Crece 3.5% PIB nacional,reforma,1
6966,01-Ago-2011,Baja IP expectativas y SHCP las sostiene,reforma,1
6967,01-Ago-2011,Repunta aviación tras crisis,reforma,1
6968,01-Ago-2011,COORDENADAS / Nuevos centros de poder,reforma,6
6969,01-Ago-2011,Avanza acuerdo de deuda en EU,reforma,7
6970,01-Ago-2011,Deja heridas abiertas |batalla por deuda,reforma,7
6971,01-Ago-2011,Prevén afecte acuerdo en PIB de EU,reforma,7
6972,01-Ago-2011,Estiman a la baja crecimiento económico,reforma,1
6973,01-Ago-2011,COORDENADAS / Nuevos centros de poder,reforma,1
6974,02-Ago-2011,Atrasa Zapatero|vacaciones por crisis,reforma,7
6975,02-Ago-2011,Baja en julio la generación de empleo,reforma,1
6976,02-Ago-2011,Cae crudo por incertidumbre en EU,reforma,0
6977,02-Ago-2011,"Show, debate por deuda.-Timothy Geithner",reforma,7
6978,02-Ago-2011,Afecta EU a BMV; pierde 0.14%,reforma,0
6979,02-Ago-2011,Hunde a Bolsas incertidumbre de EU,reforma,7
6980,02-Ago-2011,Crecen dudas sobre Italia y España,reforma,7
6981,02-Ago-2011,'Tendrá poco impacto en economía',reforma,7
6982,02-Ago-2011,Repunta aviación tras crisis,reforma,1
6983,02-Ago-2011,"Reduce IP expectativas, pero SHCP las sostiene",reforma,1
6984,02-Ago-2011,El acuerdo tendría un leve efecto negativo en el PIB de EE.UU.,reforma,7
6985,02-Ago-2011,"Después del alivio, más temores",reforma,7
6986,02-Ago-2011,Avanza acuerdo de deuda en EU,reforma,7
6987,03-Ago-2011,Compra México|'escudo' de oro,reforma,2
6988,03-Ago-2011,Convoca Zapatero|a reunión de urgencia,reforma,7
6989,03-Ago-2011,Cae entre enero y julio la generación de empleo,reforma,1
6990,03-Ago-2011,Crecen las dudas sobre la deuda de Italia y España,reforma,7
6991,03-Ago-2011,Priva desconfianza global,reforma,7
6992,04-Ago-2011,CON ESTILO / Mercados financieros voláti,reforma,8
6993,04-Ago-2011,Prepara maletas|Ernesto Cordero,reforma,8
6994,04-Ago-2011,Advierten por hipotecas a no asalariados,reforma,5
6995,04-Ago-2011,Mejora confianza|pese a incertidumbre,reforma,1
6996,04-Ago-2011,"Reto, evitar contagio a producción.-SHCP",reforma,5
6997,04-Ago-2011,Evalúan nuevo cupo de azúcar,reforma,5
6998,04-Ago-2011,Se desploma BMV|con pérdida de 3.37%,reforma,0
6999,04-Ago-2011,Cierra dólar en 12.10 pesos a la venta,reforma,2
7000,04-Ago-2011,Reina pesimismo|en la economía,reforma,1
7001,04-Ago-2011,Caen ventas de casas,reforma,8
7002,04-Ago-2011,Colapsan mercados|a media sesión,reforma,0
7004,04-Ago-2011,CON ESTILO / Mercados financieros volátiles,reforma,8
7005,04-Ago-2011,"El franco suizo, la nueva moneda de refugio",reforma,7
7006,04-Ago-2011,Compra México 'escudo' de oro,reforma,2
7007,05-Ago-2011,Manuel J. Jáuregui / Ojo a los Pepetoños,reforma,4
7008,05-Ago-2011,Rompe BMV|racha negativa;|gana 1.13%,reforma,0
7009,05-Ago-2011,JAQUE MATE / El desplome,reforma,7
7010,05-Ago-2011,"COORDENADAS  / El nuevo ""catarrito""",reforma,1
7011,05-Ago-2011,Pega incertidumbre a fondos de inversión,reforma,0
7012,05-Ago-2011,"México, fuerte a embates.- Ferrari",reforma,8
7013,05-Ago-2011,Falta liderazgo ante crisis global.- BMV,reforma,5
7014,05-Ago-2011,Caen ventas de casas,reforma,8
7015,05-Ago-2011,Evalúa SE un nuevo cupo de azúcar,reforma,9
7016,05-Ago-2011,Pega pesimismo a empresas,reforma,1
7017,05-Ago-2011,"COORDENADAS  / El nuevo ""catarrito""",reforma,1
7018,05-Ago-2011,Prepara maletas Cordero,reforma,8
7019,05-Ago-2011,JAQUE MATE / El desplome,reforma,7
7020,05-Ago-2011,Manuel J. Jáuregui / Ojo a los Pepetoños,reforma,4
7021,06-Ago-2011,SOBREAVISO / Realidad y deseo,reforma,4
7022,06-Ago-2011,Javier González Garza / Vieja crisis,reforma,7
7023,06-Ago-2011,SOBREAVISO / Realidad y deseo,reforma,4
7024,06-Ago-2011,Javier González Garza / Vieja crisis,reforma,7
7025,07-Ago-2011,Juan E. Pardinas / Democracias ingoberna,reforma,4
7026,07-Ago-2011,Juan E. Pardinas / Democracias ingobernables,reforma,4
7028,08-Ago-2011,Prevén retroceso del peso frente a dólar,reforma,7
7029,08-Ago-2011,COORDENADAS / Tras la baja de nota a EU,reforma,1
7031,08-Ago-2011,COORDENADAS / Tras la baja de nota a EU,reforma,1
7032,09-Ago-2011,Se apura Italia|a corregir finanzas,reforma,7
7033,09-Ago-2011,Crece producción automotriz en julio,reforma,1
7034,09-Ago-2011,Se hunden bolsas y encarece dólar,reforma,0
7035,09-Ago-2011,"En medio de la crisis, los bonos de EE.UU. siguen siendo seguros",reforma,7
7036,10-Ago-2011,Difieren legisladores sobre Cordero,reforma,4
7037,10-Ago-2011,Sucumben Bolsas|de Europa,reforma,7
7038,10-Ago-2011,Luis F. Aguilar / El peligro de la simpl,reforma,4
7039,10-Ago-2011,Prepara Francia|paliativos para crisis,reforma,7
7040,10-Ago-2011,Baja Banxico expectativa de crecimiento,reforma,2
7041,10-Ago-2011,Pide SHCP enviar señales de fortaleza,reforma,5
7042,10-Ago-2011,Advierte Banobras riesgos,reforma,5
7043,10-Ago-2011,Sufren en Italia más los pequeños,reforma,7
7044,10-Ago-2011,Buscan refugio y encarecen oro,reforma,0
7045,10-Ago-2011,Luis F. Aguilar / El peligro de la simpleza,reforma,4
7046,11-Ago-2011,Advierte GM desplome de economía de EU,reforma,9
7047,11-Ago-2011,Crece 6.9 % sector asegurador,reforma,1
7048,11-Ago-2011,COORDENADAS / ¿Revivirá el mercado inter,reforma,1
7049,11-Ago-2011,"Roberto Newell / Y ahora, ¿qué?",reforma,7
7050,11-Ago-2011,Se desacelera la industria,reforma,1
7051,11-Ago-2011,What's News,reforma,9
7052,11-Ago-2011,Empresas y consumidores se aprietan el cinturón y elevan riesgo de recesión en EE.UU.,reforma,7
7053,11-Ago-2011,COORDENADAS / ¿Revivirá el mercado interno?,reforma,1
7054,11-Ago-2011,"Roberto Newell / Y ahora, ¿qué?",reforma,7
7055,11-Ago-2011,Un Vistazo,reforma,5
7056,11-Ago-2011,Prepara Francia ajuste,reforma,7
7057,12-Ago-2011,Suben 0.5% ventas minoristas en EU,reforma,7
7058,12-Ago-2011,Alcanza sector informal|cifra histórica,reforma,1
7059,12-Ago-2011,Eduardo R. Huchim / Rescatar al TEPJF,reforma,4
7060,12-Ago-2011,Sufre industria desaceleración,reforma,1
7061,12-Ago-2011,Eduardo R. Huchim / Rescatar al TEPJF,reforma,4
7062,13-Ago-2011,Culpan a las neuronas por mercados alocados,reforma,7
7063,14-Ago-2011,Piden debilitar tipo de cambio,reforma,1
7064,14-Ago-2011,Horóscopos,reforma,3
7065,16-Ago-2011,What's News,reforma,9
7066,17-Ago-2011,REFLEXIONES / Blindaje difuso,reforma,5
7067,17-Ago-2011,Inseguridad afecta la economía.-Banxico,reforma,1
7068,17-Ago-2011,Prevé Banamex elevar 30% crédito a Pymes,reforma,5
7069,17-Ago-2011,Impacta violencia al PIB,reforma,1
7070,17-Ago-2011,Pide Fed a Congreso aliviar a economía,reforma,7
7071,17-Ago-2011,REFLEXIONES / Blindaje difuso,reforma,5
7072,18-Ago-2011,Pide Hacienda|adecuarse a volatilidad,reforma,5
7073,18-Ago-2011,Bajan previsión de crecimiento para País,reforma,1
7074,18-Ago-2011,Cae BMV 2.36% al cierre,reforma,0
7075,18-Ago-2011,Impacta violencia al PIB,reforma,1
7076,19-Ago-2011,JAQUE MATE / Recesión,reforma,7
7077,19-Ago-2011,Vidal Garza / Vivir sin crecer,reforma,5
7078,19-Ago-2011,Castiga S&P a Venezuela,reforma,7
7079,19-Ago-2011,Toca yen nivel máximo ante el dólar,reforma,7
7080,19-Ago-2011,Extienden pérdidas|mercados europeos,reforma,0
7081,19-Ago-2011,JAQUE MATE / Recesión,reforma,7
7082,19-Ago-2011,Vidal Garza / Vivir sin crecer,reforma,5
7083,19-Ago-2011,What's News,reforma,9
7084,19-Ago-2011,Estima Moody's menor crecimiento,reforma,1
7085,19-Ago-2011,Caen de nuevo Bolsa y peso,reforma,0
7086,21-Ago-2011,México no es inmune|a volatilidad.- SHCP,reforma,1
7087,21-Ago-2011,Moreira vs. Peña Nieto,reforma,7
7088,21-Ago-2011,Dulce literatura,reforma,6
7089,21-Ago-2011,Juan E. Pardinas / Moreira vs. Peña Nieto,reforma,7
7090,22-Ago-2011,GLOSAS MARGINALES / Revisiones y contagi,reforma,7
7091,22-Ago-2011,Cierra dólar en 12.45 pesos a la venta,reforma,2
7092,22-Ago-2011,Ven daño de desaceleración sobre el peso,reforma,1
7093,22-Ago-2011,GLOSAS MARGINALES / Revisiones y contagios,reforma,7
7094,23-Ago-2011,Cierren bolsas de Europa mixtas,reforma,0
7095,23-Ago-2011,COORDENADAS  / Menor crecimiento y elecc,reforma,1
7096,23-Ago-2011,COORDENADAS  / Menor crecimiento y elecciones,reforma,1
7097,24-Ago-2011,Cae oro 3.6% y cierra en dls. mil 762.89,reforma,0
7098,24-Ago-2011,Reciben remesas menos familias,reforma,1
